QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDRCARY,MEDR_ARY,MEDRGFTC,MEDR_FTC,MEDRMBMO,MEDR_BMO,MEDRMBX,MEDRMBX_,MEDRCY1,MEDRCY1_,MEDRCY2,MEDRCY2_,MEDRCY3,MEDRCY3_,MEDRCY4,MEDRCY4_,MEDRCY5,MEDRCY5_,MEDRCY6,MEDRCY6_,MEDRCY7,MEDRCY7_,MEDRCY8,MEDRCY8_,MEDRCY9,MEDRCY9_,MEDRPRNT,MEDR_RNT,MEDRNOUT,MEDR_OUT
20202,04216894,7,0,1,900,D,1,D,01,D,,H,620,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04216894,7,1,1,620,D,1,D,01,D,21,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04216894,7,2,1,110,D,1,D,01,D,179,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04221184,14,0,1,420,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04221674,12,0,1,530,D,1,D,02,D,575,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04224484,20,0,2,610,D,1,D,01,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04227364,15,0,1,510,D,1,D,04,D,517,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04229644,18,0,1,200,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04229644,19,0,1,200,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04230334,12,0,2,420,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04230444,14,0,2,620,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04231514,20,0,1,200,D,1,D,04,D,755,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04235874,17,0,1,120,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04236934,17,0,1,420,D,1,D,05,D,133,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04238014,26,0,1,410,D,1,D,04,D,157,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20202,04238184,14,0,1,530,D,1,D,05,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04238324,11,0,1,410,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20202,04238324,12,0,1,620,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04238414,10,0,2,610,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04238464,11,0,1,410,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20202,04238554,29,0,1,655,D,1,D,04,D,100,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20202,04238554,30,0,1,655,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20202,04239854,27,0,1,620,D,1,D,03,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04239854,28,0,1,620,D,1,D,04,D,41,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04240314,17,0,1,530,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243184,25,0,1,410,D,1,D,05,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20202,04243184,26,0,1,620,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243634,38,0,1,330,D,2,D,03,D,3156,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243634,39,0,1,330,D,2,D,04,D,3156,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04243634,40,0,1,330,D,2,D,05,D,3156,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04244404,32,0,1,330,D,1,D,05,D,3156,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04246304,40,0,2,620,D,1,D,03,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04272323,16,0,1,420,D,1,D,01,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04273033,14,0,1,620,D,1,D,01,D,447,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04275193,16,0,1,120,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04275193,17,0,1,530,D,1,D,02,D,38,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04275693,19,0,1,420,D,1,D,01,D,2075,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04277223,22,0,1,200,D,1,D,01,D,3732,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04277223,23,0,1,200,D,1,D,02,D,155,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04277223,24,0,1,200,D,1,D,03,D,312,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04279563,31,0,1,200,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04279623,3,0,1,420,D,1,D,03,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04280413,12,0,1,110,D,1,D,04,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04282533,14,0,1,420,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04282713,32,0,1,420,D,1,D,04,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04283063,21,0,2,620,D,1,D,02,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04283063,22,0,2,620,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04283213,11,0,1,420,D,1,D,02,D,186,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04283303,12,0,1,120,D,1,D,02,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04283303,13,0,1,120,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04286003,18,0,1,120,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04286213,13,0,1,410,D,1,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20202,04293013,14,0,2,120,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04293113,49,0,1,330,D,1,D,03,D,205,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04293923,26,0,2,110,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04294433,13,0,2,900,D,1,D,03,D,,H,620,D,410,D,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20202,04294433,13,1,2,620,D,1,D,03,D,142,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20202,04294433,13,2,2,410,D,1,D,03,D,278,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20202,04311642,41,0,1,120,D,1,D,02,D,314,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312972,10,0,1,420,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04314232,15,0,1,410,D,1,D,03,D,827,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20202,04316772,15,0,1,655,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20202,04316772,16,0,1,655,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20202,04316772,17,0,1,655,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20202,04317432,12,0,1,110,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317622,20,0,1,620,D,1,D,01,D,115,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317622,21,0,1,620,D,1,D,01,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04317622,22,0,1,620,D,1,D,03,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322172,8,0,1,620,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322172,9,0,1,620,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322172,10,0,1,620,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04322172,11,0,2,620,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04323422,24,0,1,620,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04324792,15,0,1,200,D,1,D,02,D,135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04325012,26,0,2,200,D,1,D,02,D,116,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04327042,14,0,2,110,D,1,D,02,D,578,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04327342,21,0,1,120,D,1,D,03,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04328132,17,0,1,620,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04328132,18,0,1,620,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04328132,19,0,1,620,D,1,D,04,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04329962,35,0,1,120,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04329962,36,0,2,120,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04330192,18,0,1,620,D,1,D,02,D,183,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04343912,23,0,1,510,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04344562,15,0,1,420,D,1,D,03,D,539,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04344692,16,0,1,200,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04346982,6,0,1,120,D,1,D,04,D,187,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04346982,7,0,1,110,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04347762,18,0,1,200,D,1,D,04,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04380401,12,0,1,110,D,1,D,02,D,578,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04381331,14,0,1,420,D,1,D,03,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04381421,6,0,1,655,D,1,D,02,D,100,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20202,04382111,11,0,1,510,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04382191,18,0,1,410,D,1,D,02,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20202,04384241,9,0,1,200,D,1,D,01,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04385331,11,0,1,620,D,1,D,03,D,606,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04386191,18,0,1,120,D,1,D,01,D,565,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04387701,12,0,1,420,D,1,D,02,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04392141,8,0,1,620,D,1,D,04,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04393061,24,0,1,120,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04395211,23,0,1,110,D,1,D,04,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04398441,10,0,1,510,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04403051,20,0,1,410,D,1,D,04,D,420,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20202,04404621,12,0,1,200,D,1,D,02,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04407431,11,0,1,200,D,1,D,05,D,1300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04408371,27,0,1,620,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04408371,28,0,1,620,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04408371,29,0,1,620,D,1,D,05,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04411451,30,0,1,110,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04415114,13,0,1,420,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04415114,14,0,1,420,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04417453,27,0,1,420,D,1,D,05,D,2075,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04419291,11,0,1,620,D,1,D,03,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04419291,12,0,1,620,D,1,D,04,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04419291,13,0,1,620,D,1,D,05,D,4,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04267354,27,0,1,420,D,1,D,04,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04267354,28,0,1,410,D,1,D,06,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20203,04267354,29,0,1,620,D,1,D,04,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04267354,30,0,1,620,D,1,D,05,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04267354,31,0,1,620,D,1,D,06,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04271994,12,0,1,620,D,1,D,04,D,143,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04275234,8,0,1,620,D,1,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04275234,9,0,1,620,D,1,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04275234,10,0,1,620,D,1,D,06,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04277224,25,0,1,200,D,1,D,04,D,156,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04277224,26,0,1,200,D,1,D,05,D,156,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04277224,27,0,1,200,D,1,D,06,D,156,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04277224,28,0,1,530,D,1,D,04,D,575,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04280094,16,0,1,420,D,1,D,07,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04281594,13,0,1,200,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04282994,32,0,1,635,D,1,D,05,D,,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20203,04282994,33,0,1,635,D,1,D,06,D,,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20203,04282994,34,0,1,635,D,1,D,07,D,,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20203,04284054,23,0,1,110,D,1,D,07,D,72,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
