QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDPCARY,MEDP_ARY,MEDPGFTC,MEDP_FTC,MEDPMTMO,MEDP_TMO,MEDPMTX,MEDPMTX_,MEDPCY1,MEDPCY1_,MEDPCY2,MEDPCY2_,MEDPCY3,MEDPCY3_,MEDPCY4,MEDPCY4_,MEDPCY5,MEDPCY5_,MEDPCY6,MEDPCY6_,MEDPCY7,MEDPCY7_,MEDPCY8,MEDPCY8_,MEDPCY9,MEDPCY9_,MEDPPRNT,MEDP_RNT,MEDPNOUT,MEDP_OUT
20202,04310652,21,0,1,620,D,1,D,13,D,99,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04310762,14,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04310782,5,0,1,655,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,,A
20202,04310782,6,0,2,410,D,1,D,01,D,1951,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20202,04310862,18,0,1,120,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04310862,19,0,1,420,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04310912,10,0,1,420,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04310952,8,0,1,420,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04310952,9,0,1,620,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311062,23,0,1,420,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311062,24,0,1,420,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311062,25,0,1,620,D,1,D,02,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311062,26,0,1,620,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311112,15,0,1,120,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311112,16,0,1,620,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311122,33,0,1,620,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311132,9,0,1,620,D,1,D,13,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311172,36,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311172,37,0,1,620,D,1,D,03,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311282,7,0,1,620,D,1,D,13,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311302,15,0,1,110,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311302,16,0,1,200,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,26,0,1,900,D,1,D,01,D,,H,420,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,26,1,1,420,D,1,D,01,D,14,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,26,2,1,200,D,1,D,01,D,52,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,27,0,1,900,D,1,D,02,D,,H,420,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,27,1,1,420,D,1,D,02,D,10,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,27,2,1,200,D,1,D,02,D,40,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,28,0,1,900,D,1,D,03,D,,H,420,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,28,1,1,420,D,1,D,03,D,13,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,28,2,1,200,D,1,D,03,D,53,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,29,0,1,620,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311392,30,0,1,620,D,1,D,03,D,111,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311422,21,0,1,620,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311432,17,0,2,655,D,1,D,01,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A
20202,04311522,17,0,1,330,D,1,D,02,D,1090,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311522,18,0,1,200,D,1,D,02,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311522,19,0,1,200,D,1,D,01,D,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311522,20,0,1,620,D,1,D,01,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311522,21,0,1,620,D,1,D,02,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311522,22,0,1,620,D,1,D,03,D,43,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311542,12,0,1,110,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311622,21,0,1,200,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311622,22,0,1,420,D,1,D,02,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311622,23,0,1,620,D,1,D,01,D,6,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311622,24,0,1,620,D,1,D,02,D,23,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311642,35,0,1,110,D,1,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311642,36,0,1,120,D,1,D,01,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311642,37,0,1,200,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311642,38,0,1,120,D,1,D,02,D,538,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311642,39,0,1,420,D,2,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311642,40,0,2,200,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311802,10,0,1,420,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311802,11,0,1,620,D,1,D,13,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311932,29,0,1,330,D,1,D,01,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311932,30,0,1,330,D,1,D,02,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311932,31,0,1,330,D,1,D,03,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311932,32,0,1,620,D,1,D,13,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311962,8,0,1,110,D,1,D,02,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04311962,9,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312012,23,0,1,420,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312012,24,0,1,420,D,1,D,03,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312012,25,0,1,620,D,1,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312042,13,0,1,620,D,1,D,13,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312042,14,0,1,620,D,1,D,13,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312112,13,0,1,620,D,1,D,01,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312142,13,0,1,420,D,1,D,02,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312142,14,0,1,420,D,1,D,03,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20202,04312142,15,0,1,420,D,1,D,03,D,48,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
