QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TELBSNZ,TELBSNZ_,TELRESD,TELRESD_,TELCELL,TELCELL_,TINTNET,TINTNET_,TCABLE,TCABLE_,BILPERD,BILPERD_,QADINE1X,QADI_E1X,QADINE2X,QADI_E2X,QADINE3X,QADI_E3X,QADCAB1X,QADC_B1X,QADCAB2X,QADC_B2X,QADCAB3X,QADC_B3X,TELRES1X,TELR_S1X,TELRES2X,TELR_S2X,TELRES3X,TELR_S3X,TELCEL1X,TELC_L1X,TELCEL2X,TELC_L2X,TELCEL3X,TELC_L3X,TELBLPRS,TELB_PRS,TPHONE,TPHONE_
20211,04545972,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,60,D,60,D,60,D,,A,1,D
20211,04546002,5,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,330,D,330,D,330,D,,A,1,D
20211,04546012,12,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546042,33,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,180,D,180,D,,A,1,D
20211,04546042,34,0,1,,A,,A,,A,1,D,2,D,,A,79,D,79,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546112,17,0,1,,A,,A,2,D,1,D,1,D,,A,61,E,61,E,61,E,102,E,102,E,102,E,,A,,A,,A,62,E,62,E,62,E,2,D,1,D
20211,04546152,41,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,69,D,69,D,69,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546152,42,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546172,15,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546172,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D
20211,04546232,14,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20211,04546232,15,0,1,,A,,A,,A,1,D,1,D,,A,59,E,58,E,59,E,128,E,129,E,128,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20211,04546252,22,0,1,,A,,A,,A,1,D,2,D,,A,25,D,25,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546262,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,1,D
20211,04546262,24,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546322,46,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546352,35,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,290,D,290,D,290,D,,A,1,D
20211,04546352,36,0,1,,A,,A,,A,1,D,2,D,,A,59,D,59,D,59,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546352,37,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,164,D,164,D,164,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546362,17,0,1,,A,1,D,2,D,1,D,2,D,,A,24,E,24,E,24,E,,A,,A,,A,19,E,19,E,17,E,32,E,32,E,34,E,2,D,1,D
20211,04546372,18,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20211,04546372,19,0,1,,A,,A,,A,1,D,1,D,,A,56,E,57,E,57,E,104,E,103,E,103,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20211,04546372,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20211,04546392,26,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546452,39,0,1,,A,1,D,,A,1,D,2,D,,A,45,E,44,E,45,E,,A,,A,,A,50,E,51,E,50,E,,A,,A,,A,2,D,1,D
20211,04546452,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,95,D,95,D,95,D,,A,1,D
20211,04546452,41,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,33,D,33,D,33,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546462,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20211,04546462,23,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546492,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D
20211,04546492,17,0,1,,A,,A,,A,1,D,1,D,,A,57,E,60,E,60,E,113,E,110,E,110,E,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04546512,16,0,1,,A,,A,,A,1,D,2,D,,A,55,D,55,D,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546512,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,90,D,95,D,98,D,,A,1,D
20211,04546522,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,64,D,64,D,64,D,,A,1,D
20211,04546522,33,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,15,D,15,D,15,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546522,34,0,1,,A,,A,,A,1,D,2,D,,A,10,D,10,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546562,9,0,1,,A,1,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,66,E,71,E,69,E,94,E,89,E,91,E,,A,1,D
20211,04546562,10,0,1,,A,,A,,A,1,D,2,D,,A,30,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546632,39,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546632,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,50,D,64,D,50,D,,A,1,D
20211,04546642,18,0,1,,A,1,D,,A,1,D,1,D,,A,58,E,56,E,57,E,94,E,94,E,93,E,36,E,38,E,38,E,,A,,A,,A,2,D,1,D
20211,04546662,45,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20211,04546662,46,0,1,,A,1,D,,A,1,D,1,D,,A,58,E,61,E,62,E,132,E,126,E,127,E,50,E,53,E,51,E,,A,,A,,A,2,D,1,D
20211,04546692,36,0,1,,A,1,D,,A,2,D,1,D,,A,,A,,A,,A,230,D,230,D,230,D,0,D,0,D,0,D,,A,,A,,A,1,D,1,D
20211,04546692,37,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546732,21,0,1,,A,,A,,A,1,D,2,D,,A,25,D,25,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546742,24,0,1,,A,1,D,,A,1,D,1,D,,A,99,E,96,E,90,E,156,E,160,E,170,E,70,E,69,E,65,E,,A,,A,,A,2,D,1,D
20211,04546752,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,180,D,180,D,180,D,,A,1,D
20211,04546752,20,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546842,27,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,76,D,76,D,76,D,,A,1,D
20211,04546842,28,0,1,,A,1,D,,A,1,D,1,D,,A,78,E,78,E,80,E,127,E,127,E,125,E,64,E,64,E,64,E,,A,,A,,A,2,D,1,D
20211,04546872,27,0,1,,A,1,D,,A,1,D,1,D,,A,44,E,47,E,47,E,80,E,86,E,86,E,26,E,27,E,27,E,,A,,A,,A,2,D,1,D
20211,04546872,28,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,125,D,125,D,125,D,,A,1,D
20211,04546892,14,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,,A,,A,,A,1,D
20211,04546922,53,0,1,,A,1,D,,A,1,D,1,D,,A,50,E,52,E,50,E,81,E,81,E,81,E,43,E,41,E,43,E,,A,,A,,A,2,D,1,D
20211,04546922,54,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,320,D,320,D,320,D,,A,1,D
20211,04546942,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,140,D,140,D,140,D,,A,1,D
20211,04546942,24,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546942,25,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04546962,18,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,26,D,26,D,26,D,,A,,A,,A,,A,1,D
20211,04546962,19,0,1,,A,,A,,A,1,D,1,D,,A,73,E,71,E,62,E,118,E,120,E,116,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20211,04546992,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D,,A,1,D
20211,04546992,20,0,1,,A,,A,,A,1,D,1,D,,A,75,E,75,E,75,E,125,E,125,E,125,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20211,04547002,32,0,1,,A,1,D,2,D,1,D,2,D,,A,80,E,80,E,79,E,,A,,A,,A,55,E,55,E,55,E,145,E,145,E,146,E,2,D,1,D
20211,04547032,17,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,53,D,54,D,57,D,,A,,A,,A,,A,1,D
20211,04547042,36,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D,,A,1,D
20211,04547042,37,0,1,,A,,A,,A,1,D,2,D,,A,68,D,68,D,68,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547092,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,279,D,279,D,279,D,,A,1,D
20211,04547092,17,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547122,38,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D,,A,1,D
20211,04547122,39,0,1,,A,1,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,6,E,6,E,6,E,14,E,14,E,14,E,,A,1,D
20211,04547122,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,65,D,65,D,65,D,,A,1,D
20211,04547122,41,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,110,D,110,D,110,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547122,42,0,1,,A,,A,,A,1,D,2,D,3,D,120,D,0,D,0,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547144,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,40,D,40,D,40,D,,A,1,D
20211,04547144,23,0,1,,A,,A,,A,1,D,2,D,,A,40,D,40,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547182,36,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,10,D,10,D,10,D,,A,,A,,A,,A,1,D
20211,04547182,37,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D
20211,04547182,38,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,103,D,103,D,103,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547192,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,123,D,123,D,123,D,,A,1,D
20211,04547272,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,80,D,80,D,80,D,,A,1,D
20211,04547352,42,0,1,,A,1,D,,A,1,D,2,D,,A,43,E,42,E,43,E,,A,,A,,A,35,E,36,E,35,E,,A,,A,,A,2,D,1,D
20211,04547352,43,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
20211,04547372,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,85,D,85,D,85,D,,A,1,D
20211,04547372,17,0,1,,A,,A,,A,1,D,2,D,,A,60,D,60,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547382,14,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,125,D,125,D,125,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547382,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,115,D,115,D,115,D,,A,1,D
20211,04547412,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,130,D,130,D,130,D,,A,1,D
20211,04547412,26,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547422,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20211,04547422,24,0,1,,A,1,D,,A,1,D,1,D,,A,59,E,57,E,59,E,61,E,62,E,61,E,65,E,66,E,65,E,,A,,A,,A,2,D,1,D
20211,04547432,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,45,D,45,D,45,D,,A,1,D
20211,04547432,22,0,1,,A,,A,,A,1,D,2,D,,A,108,D,108,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547442,40,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,116,D,116,D,116,D,,A,1,D
20211,04547442,41,0,1,,A,,A,,A,1,D,1,D,,A,44,D,44,D,44,D,23,D,23,D,23,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04547462,6,0,1,,A,,A,2,D,1,D,2,D,,A,23,E,23,E,23,E,,A,,A,,A,,A,,A,,A,37,E,37,E,37,E,2,D,1,D
20211,04547492,21,0,1,,A,1,D,,A,1,D,1,D,,A,26,E,26,E,28,E,46,E,46,E,44,E,27,E,27,E,27,E,,A,,A,,A,2,D,1,D
20211,04547492,22,0,1,,A,,A,2,D,2,D,2,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,0,D,0,D,,A,1,D
20211,04547572,23,0,1,,A,1,D,,A,1,D,1,D,,A,40,E,39,E,37,E,88,E,86,E,81,E,44,E,47,E,54,E,,A,,A,,A,2,D,1,D
20211,04547572,24,0,1,,A,,A,2,D,1,D,2,D,,A,64,E,64,E,64,E,,A,,A,,A,,A,,A,,A,116,E,116,E,116,E,2,D,1,D
20211,04547592,15,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,35,D,35,D,35,D,,A,1,D
20211,04547592,16,0,1,,A,1,D,,A,1,D,2,D,,A,43,E,43,E,43,E,,A,,A,,A,32,E,32,E,32,E,,A,,A,,A,2,D,1,D
20211,04547602,24,0,1,,A,1,D,,A,1,D,1,D,,A,65,E,65,E,65,E,87,E,87,E,87,E,42,E,42,E,42,E,,A,,A,,A,2,D,1,D
20211,04547612,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,1,D
20211,04547612,21,0,1,,A,,A,,A,1,D,2,D,,A,45,D,45,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547612,22,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,75,D,75,D,75,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547622,24,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547622,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,100,D,100,D,100,D,,A,1,D
20211,04547642,18,0,1,,A,1,D,,A,1,D,2,D,,A,36,E,34,E,31,E,,A,,A,,A,39,E,41,E,44,E,,A,,A,,A,2,D,1,D
20211,04547692,27,0,1,,A,,A,,A,1,D,2,D,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547692,28,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547702,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,200,D,200,D,200,D,,A,1,D
20211,04547712,47,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,158,D,158,D,158,D,,A,1,D
20211,04547712,48,0,1,,A,,A,,A,1,D,1,D,,A,65,E,66,E,65,E,103,E,102,E,103,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20211,04547722,30,0,1,,A,1,D,,A,1,D,1,D,,A,64,E,65,E,63,E,98,E,97,E,99,E,43,E,43,E,43,E,,A,,A,,A,2,D,1,D
20211,04547722,31,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,121,D,121,D,121,D,,A,1,D
20211,04547722,32,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,64,D,64,D,64,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547742,55,0,1,,A,1,D,,A,1,D,1,D,,A,72,E,72,E,74,E,118,E,118,E,116,E,60,E,60,E,60,E,,A,,A,,A,2,D,1,D
20211,04547742,56,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,210,D,212,D,209,D,,A,1,D
20211,04547742,57,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,15,D,15,D,15,D,,A,,A,,A,,A,1,D
20211,04547792,24,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,99,D,99,D,99,D,,A,1,D
20211,04547792,25,0,1,,A,,A,,A,1,D,2,D,,A,80,D,80,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547842,28,0,1,,A,1,D,,A,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,170,D,170,D,170,D,,A,,A,,A,,A,1,D
20211,04547842,29,0,1,,A,1,D,,A,1,D,1,D,,A,64,E,67,E,65,E,131,E,127,E,127,E,44,E,45,E,47,E,,A,,A,,A,2,D,1,D
20211,04547852,19,0,1,,A,,A,,A,1,D,1,D,,A,64,E,64,E,64,E,86,E,86,E,86,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20211,04547902,20,0,1,,A,1,D,,A,1,D,1,D,,A,68,E,68,E,68,E,124,E,124,E,126,E,40,E,40,E,38,E,,A,,A,,A,2,D,1,D
20211,04547902,21,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,250,D,250,D,250,D,,A,1,D
20211,04547922,10,0,1,,A,1,D,,A,1,D,1,D,,A,44,E,42,E,44,E,64,E,64,E,64,E,32,E,34,E,32,E,,A,,A,,A,2,D,1,D
20211,04547992,24,0,1,,A,,A,,A,1,D,2,D,,A,69,D,69,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04547992,25,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,150,D,150,D,150,D,,A,1,D
20211,04547992,26,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,150,D,150,D,150,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548012,10,0,1,,A,1,D,2,D,2,D,1,D,,A,,A,,A,,A,88,E,88,E,89,E,43,E,43,E,43,E,84,E,84,E,83,E,2,D,1,D
20211,04548042,17,0,1,,A,,A,,A,1,D,2,D,,A,35,D,35,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548082,32,0,1,,A,,A,,A,2,D,1,D,,A,,A,,A,,A,90,D,90,D,90,D,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548082,33,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548102,22,0,1,,A,1,D,,A,1,D,1,D,,A,73,E,73,E,73,E,135,E,135,E,135,E,42,E,42,E,42,E,,A,,A,,A,2,D,1,D
20211,04548102,23,0,1,,A,,A,2,D,1,D,2,D,,A,96,E,96,E,95,E,,A,,A,,A,,A,,A,,A,204,E,204,E,205,E,2,D,1,D
20211,04548122,43,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,70,D,70,D,70,D,,A,1,D
20211,04548122,44,0,1,,A,,A,,A,1,D,1,D,,A,47,E,48,E,48,E,94,E,93,E,93,E,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04548142,16,0,1,,A,1,D,,A,1,D,1,D,,A,59,E,52,E,52,E,91,E,82,E,81,E,23,E,39,E,40,E,,A,,A,,A,2,D,1,D
20211,04548142,17,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,88,D,88,D,88,D,,A,1,D
20211,04548162,33,0,1,,A,1,D,,A,1,D,1,D,,A,46,E,45,E,45,E,67,E,68,E,68,E,30,E,30,E,30,E,,A,,A,,A,2,D,1,D
20211,04548162,34,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,30,D,30,D,30,D,,A,1,D
20211,04548182,48,0,1,,A,1,D,,A,1,D,1,D,1,D,35,E,0,D,7,E,69,E,0,D,11,E,25,E,0,D,4,E,,A,,A,,A,1,D,1,D
20211,04548182,49,0,1,,A,1,D,,A,1,D,1,D,,A,73,E,77,E,76,E,143,E,140,E,141,E,49,E,48,E,48,E,,A,,A,,A,1,D,1,D
20211,04548182,50,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,179,D,179,D,179,D,,A,1,D
20211,04548224,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,126,D,126,D,126,D,,A,1,D
20211,04548224,20,0,1,0.50,D,,A,,A,1,D,1,D,,A,22,E,22,E,22,E,41,E,41,E,41,E,,A,,A,,A,,A,,A,,A,2,D,2,D
20211,04548232,43,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,300,D,300,D,400,D,,A,1,D
20211,04548232,44,0,1,,A,,A,,A,1,D,2,D,,A,91,D,91,D,91,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548252,15,0,1,,A,,A,2,D,1,D,2,D,,A,42,E,43,E,42,E,,A,,A,,A,,A,,A,,A,61,E,60,E,61,E,2,D,1,D
20211,04548252,16,0,1,,A,,A,,A,1,D,2,D,,A,20,D,20,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548262,46,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,38,D,38,D,38,D,,A,1,D
20211,04548262,47,0,1,,A,,A,,A,1,D,2,D,,A,70,D,70,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548292,32,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,166,D,170,D,166,D,,A,1,D
20211,04548292,33,0,1,,A,,A,,A,1,D,1,D,,A,106,D,106,D,106,D,159,D,144,D,153,D,,A,,A,,A,,A,,A,,A,1,D,2,D
20211,04548302,12,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,69,D,69,D,69,D,,A,1,D
20211,04548302,13,0,1,,A,,A,,A,1,D,2,D,,A,65,D,65,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548352,16,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,169,D,169,D,169,D,,A,1,D
20211,04548392,20,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,55,D,55,D,55,D,,A,1,D
20211,04548392,21,0,1,,A,,A,,A,1,D,2,D,,A,73,D,73,D,73,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548432,22,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,95,D,95,D,95,D,,A,1,D
20211,04548432,23,0,1,,A,,A,,A,1,D,2,D,,A,50,D,50,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548452,23,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,378,D,378,D,378,D,,A,1,D
20211,04548452,24,0,1,,A,,A,,A,1,D,2,D,,A,69,D,69,D,69,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20211,04548462,44,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,61,D,61,D,61,D,,A,1,D
20211,04548462,45,0,1,,A,1,D,,A,1,D,1,D,,A,87,E,117,E,79,E,134,E,181,E,121,E,34,E,90,E,62,E,,A,,A,,A,2,D,1,D
20211,04548472,19,0,1,,A,,A,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,120,D,120,D,120,D,,A,1,D
