QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOH,PROP0NOH,OWNYH,OWNYH_,PAIDLOAN,PAID_OAN,PRIMPLUS,PRIM_LUS,JINTPDX,JINTPDX_,JLCPRINX,JLCP_INX,LOAN_NOH,LOAN0NOH,TOTOWED,TOTOWED_
20204,04420442,23,0,5,01,D,100,D,1,D,0.0475,D,176,D,374,D,01,D,14800,D
20204,04420582,26,0,1,01,D,100,D,1,D,0.0475,D,356,D,454,D,01,D,30000,D
20204,04422062,14,0,1,01,D,100,D,1,D,0.0475,D,356,F,1244,F,01,D,30000,F
20204,04422282,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04422842,21,0,1,01,D,100,D,1,D,0.0475,D,534,D,2136,D,01,D,45000,D
20204,04422912,14,0,5,01,D,100,D,1,D,0.0475,D,107,D,30592,T,01,D,9000,D
20204,04423492,29,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04425752,23,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04426102,26,0,5,01,D,100,D,1,D,0.0475,D,202,F,2498,F,01,D,17000,F
20204,04427482,20,0,5,01,D,100,D,1,D,0.0475,D,950,D,2650,D,01,D,80000,D
20204,04428872,60,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20204,04429792,32,0,5,01,D,100,D,1,D,0.0475,D,950,D,1450,D,01,D,80000,D
20204,04429842,53,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20204,04430022,21,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,200000,D
20204,04430492,40,0,5,01,D,100,D,2,D,0.0475,D,65,F,-5,F,01,D,5500,F
20204,04462972,23,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04466322,41,0,5,01,D,100,D,1,D,0.0475,D,28,D,287,D,01,D,2394,D
20204,04467262,16,0,5,01,D,100,D,1,D,0.0475,D,428,D,322,D,01,D,36000,D
20204,04467862,11,0,1,01,D,100,D,1,D,0.0475,D,1057,F,3227,F,01,D,89000,F
20204,04468292,14,0,5,01,D,100,D,1,D,0.0475,D,390,D,2094,D,01,D,32864,D
20204,04469892,34,0,5,01,D,100,D,1,D,0.0475,D,570,D,2430,D,01,D,48000,D
20204,04471142,15,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,42000,D
20204,04471412,30,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,131000,D
20204,04471732,29,0,5,01,D,100,D,1,D,0.0475,D,226,D,224,D,01,D,19000,D
20204,04472192,39,0,5,01,D,100,D,1,D,0.0475,D,534,D,290,D,01,D,45000,D
20204,04503552,12,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04503922,21,0,5,01,D,100,D,1,D,0.0475,D,404,D,-126,D,01,D,34000,D
20204,04505002,41,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,2320,D
20204,04505402,25,0,5,01,D,100,D,1,D,0.0475,D,1188,D,1812,D,01,D,100000,D
20204,04506632,24,0,5,01,D,100,D,1,D,0.0475,D,59,D,41,D,01,D,5000,D
20204,04509102,21,0,5,01,D,100,D,1,D,0.0475,D,722,D,-41,D,01,D,60811,D
20204,04509252,14,0,5,01,D,100,D,1,D,0.0475,D,475,D,-175,D,01,D,40000,D
20204,04510012,22,0,5,01,D,100,D,1,D,0.0475,D,249,D,516,D,01,D,21000,D
20204,04510032,49,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04510032,50,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,02,D,0,D
20204,04510892,32,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04511172,34,0,5,01,D,100,D,1,D,0.0475,D,202,D,2798,D,01,D,16971,D
20204,04513022,27,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,30000,D
20204,04513742,21,0,5,01,D,100,D,2,D,0.0475,D,872,F,1428,F,01,D,73400,F
20204,04514062,34,0,5,01,D,100,D,1,D,0.0475,D,261,D,1239,D,01,D,22013,D
20204,04544451,26,0,1,01,D,100,D,1,D,0.0475,D,261,D,1471,D,01,D,22000,D
20204,04544551,18,0,1,01,D,100,D,1,D,0.0475,D,128,D,194,D,01,D,10752,D
20204,04544921,9,0,1,01,D,100,D,1,D,0.0475,D,558,F,42,F,01,D,47000,F
20204,04545181,34,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,140000,D
20204,04545791,13,0,1,01,D,100,D,1,D,0.0475,D,594,D,60,D,01,D,50000,D
20204,04546351,14,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04546861,18,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04547121,20,0,1,01,D,100,D,1,D,0.0475,D,143,F,487,F,01,D,12000,F
20204,04547191,18,0,1,01,D,100,D,1,D,0.0475,D,178,D,437,D,01,D,15000,D
20204,04548461,23,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,56000,D
20204,04549181,9,0,1,01,D,100,D,1,D,0.0475,D,534,F,2136,F,01,D,45000,F
20204,04549741,26,0,1,01,D,100,D,1,D,0.0475,D,119,D,3481,D,01,D,10000,D
20204,04551251,16,0,1,01,D,100,D,1,D,0.0475,D,356,D,1244,D,01,D,30000,D
20204,04551331,20,0,1,01,D,100,D,1,D,0.0475,D,650,D,850,D,01,D,54731,D
20204,04552571,30,0,1,01,D,100,D,1,D,0.0475,D,13,D,-1,D,01,D,1086,D
20204,04553741,15,0,1,01,D,100,D,1,D,0.0475,D,1306,D,1244,D,01,D,110000,D
20204,04555391,24,0,1,01,D,100,D,1,D,0.0475,D,12,D,-6,D,01,D,1000,D
20204,04555901,10,0,1,01,D,100,D,1,D,0.0475,D,653,D,2647,D,01,D,55000,D
20204,04555981,13,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04556691,39,0,1,01,D,100,D,1,D,0.0475,D,178,D,572,D,01,D,15000,D
20204,04557781,18,0,1,01,D,100,D,1,D,0.0475,D,9,D,414,D,01,D,735,D
20204,04558581,10,0,1,01,D,100,D,1,D,0.0475,D,564,D,936,D,01,D,47500,D
20204,04558901,8,0,1,01,D,100,D,1,D,0.0475,D,1188,D,-408,D,01,D,100000,D
20204,04559471,19,0,1,01,D,100,D,1,D,0.0475,D,143,D,487,D,01,D,12000,D
20204,04562411,19,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,15000,D
20204,04562661,17,0,1,01,D,100,D,1,D,0.0475,D,4038,D,2262,D,01,D,440586,T
20204,04562821,16,0,1,01,D,100,D,1,D,0.0475,D,618,D,2382,D,01,D,52000,D
20204,04563071,12,0,1,01,D,100,D,1,D,0.0475,D,1057,D,3227,D,01,D,89000,D
20204,04563311,8,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,85000,D
20204,04563541,20,0,1,01,D,100,D,1,D,0.0475,D,273,D,627,D,01,D,23000,D
20204,04563731,12,0,1,01,D,100,D,1,D,0.0475,D,75,D,345,D,01,D,6339,D
20204,04563851,14,0,1,01,D,100,D,1,D,0.0475,D,115,D,62,D,01,D,9700,D
20204,04564021,15,0,1,01,D,100,D,1,D,0.0475,D,950,D,-50,D,01,D,80000,D
20204,04566161,14,0,1,01,D,100,D,1,D,0.0475,D,689,D,-137,D,01,D,58000,D
20204,04566561,45,0,1,01,D,100,D,1,D,0.0475,D,221,D,2974,D,01,D,18599,D
20204,04566821,19,0,1,01,D,100,D,1,D,0.0475,D,689,D,5311,D,01,D,58000,D
20204,04569941,6,0,1,01,D,100,D,1,D,0.0475,D,95,D,205,D,01,D,8000,D
20204,04571601,10,0,1,01,D,100,D,1,D,0.0475,D,570,F,2430,F,01,D,48000,F
20204,04571761,26,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04571871,8,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04572211,28,0,1,01,D,100,D,1,D,0.0475,D,938,D,562,D,01,D,79000,D
20204,04572421,18,0,1,01,D,100,D,1,D,0.0475,D,261,D,1539,D,01,D,22000,D
20204,04574481,14,0,1,01,D,100,D,1,D,0.0475,D,1199,D,4201,D,01,D,101000,D
20204,04574801,27,0,1,02,D,200,D,1,D,0.0475,D,12,F,-6,F,01,D,1000,F
20204,04575161,10,0,1,01,D,100,D,1,D,0.0475,D,534,F,290,F,01,D,45000,F
20204,04575261,40,0,1,01,D,100,D,1,D,0.0475,D,201,D,1574,D,01,D,16900,D
20204,04576011,14,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20204,04576441,22,0,1,01,D,100,D,1,D,0.0475,D,267,D,768,D,01,D,22500,D
20204,04578041,11,0,1,01,D,100,D,1,D,0.0475,D,83,F,517,F,01,D,7000,F
20204,04578461,19,0,1,01,D,100,D,1,D,0.0475,D,95,D,5,D,01,D,7982,D
20204,04578611,36,0,1,02,D,300,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04378264,17,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04378614,53,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04379384,28,0,5,01,D,100,D,1,D,0.0475,D,641,D,859,D,01,D,54000,D
20211,04379824,39,0,5,01,D,100,D,1,D,0.0475,D,109,D,30592,T,01,D,9200,D
20211,04379824,40,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,02,D,0,D
20211,04383334,22,0,5,01,D,100,D,1,D,0.0475,D,166,D,1634,D,01,D,14000,D
20211,04384154,21,0,5,01,D,100,D,1,D,0.0475,D,694,D,-226,D,01,D,58425,D
20211,04384774,33,0,5,01,D,100,D,1,D,0.0475,D,2719,D,7896,D,01,D,229000,D
20211,04384854,28,0,5,01,D,100,D,1,D,0.0475,D,321,D,879,D,01,D,27000,D
20211,04384874,11,0,1,01,D,100,D,1,D,0.0475,D,701,D,-227,D,01,D,59000,D
20211,04385424,26,0,5,01,D,100,D,2,D,0.0475,D,41,F,6209,F,01,D,3460,F
20211,04385634,17,0,5,01,D,100,D,1,D,0.0475,D,214,F,386,F,01,D,18000,F
20211,04386154,16,0,5,01,D,100,D,1,D,0.0475,D,205,D,242,D,01,D,17296,D
20211,04388764,30,0,5,01,D,100,D,1,D,0.0475,D,131,D,331,D,01,D,11000,D
20211,04389764,43,0,5,01,D,100,D,1,D,0.0475,D,5166,D,234,D,01,D,440586,T
20211,04390494,35,0,5,01,D,100,D,1,D,0.0475,D,119,D,181,D,01,D,10000,D
20211,04391144,29,0,5,01,D,100,D,2,D,0.0475,D,760,F,2240,F,01,D,64000,F
20211,04393204,25,0,5,01,D,100,D,1,D,0.0475,D,344,D,652,D,01,D,29000,D
20211,04393694,23,0,5,01,D,100,D,1,D,0.0475,D,962,D,1138,D,01,D,81000,D
20211,04394984,44,0,5,01,D,100,D,1,D,0.0475,D,273,D,2229,D,01,D,23000,D
20211,04395544,23,0,5,01,D,100,D,1,D,0.0475,D,390,F,-72,F,01,D,32800,F
20211,04397194,34,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04397744,26,0,5,01,D,100,D,1,D,0.0475,D,736,D,-301,D,01,D,62000,D
20211,04400094,34,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04400584,22,0,5,01,D,100,D,1,D,0.0475,D,475,D,425,D,01,D,40000,D
20211,04400944,30,0,5,01,D,100,D,1,D,0.0475,D,95,F,1270,F,01,D,8000,F
20211,04402644,36,0,5,01,D,100,D,1,D,0.0475,D,350,D,2650,D,01,D,29508,D
20211,04402874,41,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04403694,24,0,5,01,D,100,D,1,D,0.0475,D,368,D,-68,D,01,D,31000,D
20211,04404564,26,0,5,01,D,100,D,1,D,0.0475,D,190,D,1010,D,01,D,16000,D
20211,04404614,37,0,5,01,D,100,D,1,D,0.0475,D,344,F,652,F,01,D,29000,F
20211,04405004,28,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04405654,18,0,5,01,D,100,D,1,D,0.0475,D,261,D,669,D,01,D,22000,D
20211,04406954,33,0,5,01,D,100,D,1,D,0.0475,D,866,D,634,D,01,D,72948,D
20211,04407394,26,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04407724,46,0,5,01,D,100,D,1,D,0.0475,D,1223,D,877,D,01,D,103000,D
20211,04407754,32,0,5,01,D,100,D,1,D,0.0475,D,538,D,1462,D,01,D,45330,D
20211,04408164,49,0,5,01,D,100,D,1,D,0.0475,D,41,D,6209,D,01,D,3460,D
20211,04408174,18,0,5,01,D,100,D,1,D,0.0475,D,1045,D,155,D,01,D,88000,D
20211,04408374,41,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04411454,75,0,5,01,D,100,D,1,D,0.0475,D,685,D,-201,D,01,D,57700,D
20211,04412204,11,0,1,01,D,100,D,1,D,0.0475,D,534,D,-305,D,01,D,45000,D
20211,04412444,25,0,5,01,D,100,D,1,D,0.0475,D,172,F,3061,F,01,D,14477,F
20211,04414124,15,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04414984,18,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04415064,22,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04415944,26,0,5,01,D,100,D,1,D,0.0475,D,166,D,134,D,01,D,14000,D
20211,04416314,22,0,5,01,D,100,D,1,D,0.0475,D,1037,D,-50,D,01,D,87318,D
20211,04416344,43,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,58313,D
20211,04416594,19,0,5,01,D,100,D,1,D,0.0475,D,974,D,526,D,01,D,82000,D
20211,04417814,60,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04418254,29,0,5,01,D,100,D,1,D,0.0475,D,214,F,230,F,01,D,18000,F
20211,04418374,44,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04419904,19,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,50000,D
20211,04420443,27,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,14000,D
20211,04421573,30,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,34288,D
20211,04422063,16,0,5,01,D,100,D,1,D,0.0475,D,451,F,-151,F,01,D,38000,F
20211,04422843,26,0,5,01,D,100,D,1,D,0.0475,D,530,D,1300,D,01,D,44600,D
20211,04423493,43,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04424653,8,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,32000,D
20211,04425753,23,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04426103,33,0,5,01,D,100,D,1,D,0.0475,D,226,F,152,F,01,D,19000,F
20211,04427483,21,0,5,01,D,100,D,1,D,0.0475,D,1306,D,1244,D,01,D,110000,D
20211,04428873,61,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,11500,D
20211,04429793,38,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04429843,34,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20211,04429943,11,0,5,01,D,100,D,1,D,0.0475,D,1140,D,360,D,01,D,96000,D
20211,04430023,26,0,5,01,D,100,D,2,D,0.0475,D,432,F,718,F,01,D,36405,F
20211,04430493,32,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04431543,28,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,127000,D
20211,04462973,21,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04465573,12,0,1,01,D,100,D,1,D,0.0475,D,760,D,2240,D,01,D,64000,D
20211,04466323,51,0,5,01,D,100,D,1,D,0.0475,D,23,D,333,D,01,D,1934,D
20211,04467263,14,0,5,01,D,100,D,1,D,0.0475,D,432,D,718,D,01,D,36405,D
20211,04468293,20,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,29500,D
20211,04471413,36,0,5,01,D,100,D,1,D,0.0475,D,1508,D,2992,D,01,D,127000,D
20211,04471733,30,0,5,01,D,100,D,1,D,0.0475,D,226,D,152,D,01,D,19000,D
20211,04472193,46,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04503553,11,0,5,01,D,100,D,1,D,0.0475,D,321,D,-21,D,01,D,27000,D
20211,04503923,32,0,5,01,D,100,D,1,D,0.0475,D,451,D,-151,D,01,D,38000,D
20211,04504343,18,0,5,01,D,100,D,1,D,0.0475,D,95,D,1270,D,01,D,8000,D
20211,04505003,51,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,2551,D
20211,04506173,27,0,1,01,D,100,D,1,D,0.0475,D,226,D,254,D,01,D,19000,D
20211,04506633,19,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04508163,17,0,1,01,D,100,D,1,D,0.0475,D,950,D,-62,D,01,D,80000,D
20211,04509103,25,0,5,01,D,100,D,1,D,0.0475,D,701,D,156,D,01,D,59000,D
20211,04509253,22,0,5,01,D,100,D,1,D,0.0475,D,24,D,926,D,01,D,2000,D
20211,04509453,30,0,5,01,D,100,D,1,D,0.0475,D,297,D,453,D,01,D,25000,D
20211,04510033,62,0,5,01,D,100,D,1,D,0.0475,D,0,D,0,D,01,D,0,D
20211,04510033,63,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,02,D,0,D
20211,04510893,43,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04511173,37,0,5,01,D,100,D,1,D,0.0475,D,178,D,2822,D,01,D,15000,D
20211,04513023,33,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,20000,D
20211,04513743,18,0,5,01,D,100,D,1,D,0.0475,D,178,D,167,D,01,D,15000,D
20211,04514063,34,0,5,01,D,100,D,1,D,0.0475,D,257,D,1243,D,01,D,21600,D
20211,04544552,26,0,5,01,D,100,D,1,D,0.0475,D,33,D,406,D,01,D,2747,D
20211,04544922,15,0,5,01,D,100,D,1,D,0.0475,D,169,D,281,D,01,D,14200,D
20211,04545182,45,0,5,01,D,100,D,1,D,0.0475,D,760,D,-320,D,01,D,64000,D
20211,04545792,20,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,168000,D
20211,04546352,22,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04547122,30,0,5,01,D,100,D,1,D,0.0475,D,736,F,-301,F,01,D,62000,F
20211,04547192,21,0,5,01,D,100,D,1,D,0.0475,D,180,D,465,D,01,D,15150,D
20211,04548462,28,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,54000,D
20211,04549182,15,0,5,01,D,100,D,1,D,0.0475,D,119,D,2881,D,01,D,10000,D
20211,04549742,45,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04551252,25,0,5,01,D,100,D,1,D,0.0475,D,356,D,544,D,01,D,30000,D
20211,04551332,26,0,5,01,D,100,D,1,D,0.0475,D,629,D,871,D,01,D,53000,D
20211,04552422,30,0,5,01,D,100,D,1,D,0.0475,D,93,F,807,F,01,D,7800,F
20211,04552572,54,0,5,01,D,100,D,1,D,0.0475,D,13,D,1077,D,01,D,1086,D
20211,04552932,23,0,1,01,D,100,D,1,D,0.0475,D,214,D,230,D,01,D,18000,D
20211,04553742,19,0,5,01,D,100,D,2,D,0.0475,D,950,F,-62,F,01,D,80000,F
20211,04555392,36,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,1000,D
20211,04555902,16,0,5,01,D,100,D,1,D,0.0475,D,570,D,2730,D,01,D,48000,D
20211,04555982,15,0,5,01,D,100,D,1,D,0.0475,D,350,F,2650,F,01,D,29508,F
20211,04556692,26,0,5,01,D,100,D,1,D,0.0475,D,190,D,2810,D,01,D,16000,D
20211,04557782,25,0,5,01,D,100,D,1,D,0.0475,D,83,D,352,D,01,D,6997,D
20211,04558582,18,0,5,01,D,100,D,1,D,0.0475,D,653,D,547,D,01,D,55000,D
20211,04559472,23,0,5,01,D,100,D,1,D,0.0475,D,214,D,422,D,01,D,18000,D
20211,04562412,28,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04562822,25,0,5,01,D,100,D,1,D,0.0475,D,566,D,1244,D,01,D,47641,D
20211,04563072,16,0,5,01,D,100,D,1,D,0.0475,D,214,D,386,D,01,D,18000,D
20211,04563312,19,0,5,01,D,100,D,1,D,0.0475,D,190,F,2810,F,01,D,16000,F
20211,04563542,23,0,5,01,D,100,D,1,D,0.0475,D,297,D,903,D,01,D,25000,D
20211,04563732,25,0,5,01,D,100,D,1,D,0.0475,D,75,D,345,D,01,D,6278,D
20211,04563852,20,0,5,01,D,100,D,1,D,0.0475,D,261,D,30592,T,01,D,22000,D
20211,04564022,21,0,5,01,D,100,D,1,D,0.0475,D,1009,D,491,D,01,D,85000,D
20211,04566162,24,0,5,01,D,100,D,1,D,0.0475,D,190,F,1010,F,01,D,16000,F
20211,04566562,38,0,5,01,D,100,D,1,D,0.0475,D,172,D,3061,D,01,D,14477,D
20211,04566822,27,0,5,01,D,100,D,1,D,0.0475,D,618,D,30592,T,01,D,52000,D
20211,04568022,14,0,5,01,D,100,D,1,D,0.0475,D,677,D,-77,D,01,D,57000,D
20211,04571362,39,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,177000,D
20211,04571692,27,0,1,01,D,100,D,1,D,0.0475,D,7327,D,4913,D,01,D,440586,T
20211,04571762,41,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04572212,33,0,5,01,D,100,D,1,D,0.0475,D,205,F,242,F,01,D,17296,F
20211,04572422,31,0,5,01,D,100,D,1,D,0.0475,D,249,D,1551,D,01,D,21000,D
20211,04574482,43,0,5,01,D,100,D,1,D,0.0475,D,1829,D,3271,D,01,D,154000,D
20211,04574802,58,0,5,02,D,200,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04575262,45,0,5,01,D,100,D,1,D,0.0475,D,154,D,30592,T,01,D,13000,D
20211,04575312,25,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04575912,17,0,1,01,D,100,D,1,D,0.0475,D,3598,D,1406,D,01,D,440586,T
20211,04576012,25,0,5,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04576222,25,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04576442,27,0,5,01,D,100,D,1,D,0.0475,D,239,D,661,D,01,D,20100,D
20211,04578502,17,0,1,01,D,100,D,1,D,0.0475,D,1033,D,455,D,01,D,87000,D
20211,04578612,42,0,5,02,D,300,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04610241,20,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,34380,D
20211,04612731,15,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04613551,27,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04614543,14,0,1,01,D,100,D,1,D,0.0475,D,1069,D,-169,D,01,D,90000,D
20211,04616281,35,0,1,01,D,100,D,1,D,0.0475,D,390,D,-72,D,01,D,32800,D
20211,04616641,22,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,32780,D
20211,04618361,11,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04618401,30,0,1,01,D,100,D,1,D,0.0475,D,7,D,1493,D,01,D,590,D
20211,04619091,11,0,1,01,D,100,D,1,D,0.0475,D,95,F,55,F,01,D,8000,F
20211,04619851,24,0,1,01,D,100,D,1,D,0.0475,D,694,F,-226,F,01,D,58425,F
20211,04653581,31,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04653971,16,0,1,01,D,100,D,1,D,0.0475,D,463,D,4937,D,01,D,39000,D
20211,04654313,53,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04654313,54,0,1,02,D,200,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04655131,15,0,1,01,D,100,D,1,D,0.0475,D,238,D,4562,D,01,D,20000,D
20211,04657741,21,0,1,01,D,100,D,1,D,0.0475,D,887,D,-197,D,01,D,74700,D
20211,04659001,29,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04662021,19,0,1,01,D,100,D,1,D,0.0475,D,214,D,386,D,01,D,18000,D
20211,04662101,26,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04663371,34,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04679411,38,0,1,01,D,100,D,1,D,0.0475,D,467,D,733,D,01,D,39288,D
20211,04679811,10,0,1,01,D,100,D,1,D,0.0475,D,297,D,498,D,01,D,25000,D
20211,04680421,12,0,1,01,D,100,D,1,D,0.0475,D,1188,D,7812,D,01,D,100000,D
20211,04680671,12,0,1,01,D,300,D,2,D,0.0475,D,,A,,A,01,D,90000,T
20211,04683131,14,0,1,01,D,100,D,1,D,0.0475,D,119,F,181,F,01,D,10000,F
20211,04683481,19,0,1,01,D,100,D,1,D,0.0475,D,95,D,55,D,01,D,8000,D
20211,04683781,25,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04685691,41,0,1,01,D,100,D,1,D,0.0475,D,554,D,1194,D,01,D,46667,D
20211,04685921,18,0,1,01,D,100,D,1,D,0.0475,D,214,F,386,F,01,D,18000,F
20211,04686481,12,0,1,01,D,100,D,2,D,0.0475,D,261,F,669,F,01,D,22000,F
20211,04686731,29,0,1,01,D,100,D,1,D,0.0475,D,7327,F,4913,F,01,D,440586,V
20211,04688111,20,0,1,01,D,100,D,2,D,0.0475,D,,A,,A,01,D,0,D
20211,04688391,15,0,1,01,D,100,D,1,D,0.0475,D,285,D,315,D,01,D,24000,D
20211,04689101,29,0,1,01,D,100,D,1,D,0.0475,D,93,D,807,D,01,D,7800,D
20211,04689261,9,0,1,01,D,100,D,1,D,0.0475,D,148,D,202,D,01,D,12500,D
20211,04689391,18,0,1,01,D,100,D,1,D,0.0475,D,166,D,1352,D,01,D,14000,D
20211,04689891,26,0,1,01,D,100,D,1,D,0.0475,D,808,D,-58,D,01,D,68000,D
20211,04690071,30,0,1,01,D,100,D,1,D,0.0475,D,589,D,836,D,01,D,49641,D
